longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,bedrooms_per_room,population_per_household,households_per_population,ocean_1H_OCEAN,ocean_INLAND,ocean_ISLAND,ocean_NEAR_BAY,ocean_NEAR_OCEAN,median_house_value_log
-118.22,34.05,34.0,1113.0,0.0,928.0,290.0,3.1654,155000.0,<1H OCEAN,0.0,3.2,0.3125,True,False,False,False,False,11.951186847493476
-118.22,34.05,41.0,1422.0,478.0,1640.0,434.0,1.6122,157100.0,<1H OCEAN,0.3361462728551336,3.7788018433179724,0.2646341463414634,True,False,False,False,False,11.964644189595829
-118.21,34.05,26.0,745.0,258.0,694.0,236.0,1.3846,129200.0,<1H OCEAN,0.34630872483221475,2.940677966101695,0.3400576368876081,True,False,False,False,False,11.769124610238766
-118.21,34.05,28.0,1079.0,306.0,1358.0,285.0,2.52,131900.0,<1H OCEAN,0.283595922150139,4.764912280701754,0.20986745213549338,True,False,False,False,False,11.789806920177805
-118.21,34.05,28.0,950.0,357.0,1485.0,345.0,1.9271,136400.0,<1H OCEAN,0.3757894736842105,4.304347826086956,0.23232323232323232,True,False,False,False,False,11.823354355742923
-118.21,34.05,45.0,2146.0,607.0,2868.0,625.0,2.121,144000.0,<1H OCEAN,0.28285181733457593,4.5888,0.21792189679218968,True,False,False,False,False,11.87757552297847
-118.2,34.05,43.0,1165.0,317.0,1279.0,303.0,1.9615,141700.0,<1H OCEAN,0.2721030042918455,4.221122112211221,0.236903831118061,True,False,False,False,False,11.86147448281689
-118.2,34.05,40.0,1146.0,323.0,1354.0,321.0,1.9205,121900.0,<1H OCEAN,0.28184991273996507,4.218068535825545,0.23707533234859676,True,False,False,False,False,11.710964518881163
-118.2,34.05,40.0,1082.0,318.0,1085.0,273.0,1.7054,117200.0,<1H OCEAN,0.29390018484288355,3.9743589743589745,0.25161290322580643,True,False,False,False,False,11.671645688511857
-118.2,34.05,42.0,1703.0,586.0,2490.0,581.0,2.02,147200.0,<1H OCEAN,0.3440986494421609,4.285714285714286,0.23333333333333334,True,False,False,False,False,11.899554278732099
-118.2,34.05,41.0,1268.0,398.0,1887.0,407.0,2.625,150000.0,<1H OCEAN,0.3138801261829653,4.636363636363637,0.21568627450980393,True,False,False,False,False,11.918397239722838
-118.19,34.05,43.0,977.0,266.0,1084.0,259.0,2.7708,127900.0,<1H OCEAN,0.27226202661207777,4.185328185328185,0.238929889298893,True,False,False,False,False,11.759011806144656
-118.19,34.05,41.0,1098.0,264.0,1178.0,245.0,2.1058,124300.0,<1H OCEAN,0.24043715846994534,4.808163265306122,0.20797962648556875,True,False,False,False,False,11.730461322518734
-118.2,34.05,50.0,1407.0,401.0,1526.0,385.0,2.29,121800.0,<1H OCEAN,0.2850035536602701,3.963636363636364,0.25229357798165136,True,False,False,False,False,11.710143844404854
-118.19,34.04,45.0,963.0,234.0,1194.0,239.0,2.1806,134900.0,<1H OCEAN,0.24299065420560748,4.99581589958159,0.20016750418760468,True,False,False,False,False,11.812296455066814
-118.19,34.04,40.0,1095.0,305.0,1322.0,281.0,1.9688,150000.0,<1H OCEAN,0.2785388127853881,4.704626334519573,0.21255673222390317,True,False,False,False,False,11.918397239722838
-118.19,34.03,52.0,1053.0,246.0,1036.0,249.0,2.1071,136700.0,<1H OCEAN,0.2336182336182336,4.160642570281125,0.24034749034749034,True,False,False,False,False,11.825551337974238
-118.19,34.03,50.0,1183.0,246.0,851.0,231.0,3.2639,142600.0,<1H OCEAN,0.20794590025359255,3.683982683982684,0.27144535840188017,True,False,False,False,False,11.867805799560465
-118.2,34.04,52.0,1249.0,307.0,1223.0,297.0,2.07,136300.0,<1H OCEAN,0.24579663730984788,4.117845117845118,0.2428454619787408,True,False,False,False,False,11.822620954414864
-118.2,34.04,47.0,1894.0,408.0,1629.0,379.0,3.7619,127600.0,<1H OCEAN,0.21541710665258712,4.298153034300792,0.23265807243707795,True,False,False,False,False,11.756663486852712
-118.2,34.03,52.0,1754.0,452.0,1849.0,445.0,2.3716,122800.0,<1H OCEAN,0.2576966932725199,4.155056179775281,0.24067063277447268,True,False,False,False,False,11.718320437984499
-118.2,34.04,44.0,1399.0,386.0,1419.0,373.0,1.8224,143800.0,<1H OCEAN,0.27591136526090065,3.804289544235925,0.262861169837914,True,False,False,False,False,11.876185678347824
-118.2,34.04,36.0,1625.0,490.0,2003.0,478.0,2.181,147200.0,<1H OCEAN,0.30153846153846153,4.190376569037657,0.23864203694458314,True,False,False,False,False,11.899554278732099
-118.2,34.04,44.0,1582.0,544.0,1998.0,515.0,1.6888,125000.0,<1H OCEAN,0.3438685208596713,3.8796116504854368,0.2577577577577578,True,False,False,False,False,11.736077016252437
-118.2,34.04,18.0,796.0,227.0,547.0,218.0,1.0333,135400.0,<1H OCEAN,0.2851758793969849,2.5091743119266057,0.39853747714808047,True,False,False,False,False,11.81599602495741
-118.21,34.04,36.0,1825.0,479.0,2097.0,480.0,2.1862,135300.0,<1H OCEAN,0.26246575342465756,4.36875,0.22889842632331903,True,False,False,False,False,11.815257205114566
-118.21,34.04,37.0,845.0,249.0,881.0,252.0,2.2454,165000.0,<1H OCEAN,0.29467455621301775,3.496031746031746,0.28603859250851305,True,False,False,False,False,12.013706813470414
-118.21,34.04,47.0,1325.0,393.0,1557.0,352.0,2.8,148400.0,<1H OCEAN,0.29660377358490564,4.423295454545454,0.22607578676942838,True,False,False,False,False,11.907673348237187
-118.21,34.05,28.0,1841.0,809.0,3199.0,727.0,1.6319,151600.0,<1H OCEAN,0.43943508962520367,4.400275103163686,0.22725851828696467,True,False,False,False,False,11.929007348474721
-118.21,34.04,52.0,846.0,271.0,1153.0,281.0,2.1923,155000.0,<1H OCEAN,0.3203309692671395,4.103202846975089,0.24371205550737207,True,False,False,False,False,11.951186847493476
-118.22,34.05,43.0,1153.0,411.0,1667.0,409.0,1.9402,139300.0,<1H OCEAN,0.3564614050303556,4.075794621026895,0.2453509298140372,True,False,False,False,False,11.844392338493027
-118.21,34.05,47.0,722.0,235.0,930.0,226.0,2.5455,114300.0,<1H OCEAN,0.3254847645429363,4.115044247787611,0.24301075268817204,True,False,False,False,False,11.646590598651017
-118.22,34.04,43.0,798.0,308.0,1417.0,325.0,1.4189,141700.0,<1H OCEAN,0.38596491228070173,4.36,0.22935779816513763,True,False,False,False,False,11.86147448281689
-118.22,34.05,44.0,1105.0,346.0,1598.0,372.0,1.2,115600.0,<1H OCEAN,0.31312217194570136,4.295698924731183,0.2327909887359199,True,False,False,False,False,11.65789988570203
-118.22,34.04,43.0,2343.0,803.0,2468.0,707.0,1.5163,115000.0,<1H OCEAN,0.3427230046948357,3.490806223479491,0.28646677471636955,True,False,False,False,False,11.652696102959753
-118.21,34.04,43.0,1502.0,477.0,1844.0,477.0,1.9405,152500.0,<1H OCEAN,0.3175765645805593,3.8658280922431865,0.2586767895878525,True,False,False,False,False,11.934926432385152
-118.21,34.04,47.0,1306.0,391.0,1499.0,346.0,2.2788,139600.0,<1H OCEAN,0.2993874425727412,4.332369942196531,0.23082054703135424,True,False,False,False,False,11.846543632608535
-118.22,34.03,45.0,554.0,214.0,888.0,218.0,1.8125,139600.0,<1H OCEAN,0.3862815884476534,4.073394495412844,0.24549549549549549,True,False,False,False,False,11.846543632608535
-118.21,34.03,45.0,1860.0,472.0,1893.0,456.0,2.6573,141800.0,<1H OCEAN,0.2537634408602151,4.151315789473684,0.24088748019017434,True,False,False,False,False,11.862179945241476
-118.21,34.03,44.0,1550.0,407.0,1718.0,403.0,2.5268,141100.0,<1H OCEAN,0.2625806451612903,4.26302729528536,0.23457508731082655,True,False,False,False,False,11.85723122498801
-118.21,34.03,52.0,497.0,132.0,547.0,121.0,2.2083,146300.0,<1H OCEAN,0.2655935613682093,4.520661157024794,0.22120658135283364,True,False,False,False,False,11.893421422254848
-118.21,34.03,47.0,876.0,228.0,872.0,231.0,2.2656,145000.0,<1H OCEAN,0.2602739726027397,3.774891774891775,0.26490825688073394,True,False,False,False,False,11.884495917930655
-118.2,34.03,41.0,1292.0,334.0,1150.0,322.0,1.925,135200.0,<1H OCEAN,0.2585139318885449,3.5714285714285716,0.28,True,False,False,False,False,11.814517839013352
-118.2,34.02,49.0,1098.0,317.0,1411.0,301.0,2.75,146000.0,<1H OCEAN,0.2887067395264117,4.687707641196013,0.21332388377037562,True,False,False,False,False,11.891368749982085
-118.2,34.03,52.0,774.0,209.0,813.0,203.0,2.3472,135200.0,<1H OCEAN,0.27002583979328165,4.004926108374384,0.24969249692496925,True,False,False,False,False,11.814517839013352
-118.2,34.03,37.0,1583.0,392.0,1776.0,377.0,2.7266,140800.0,<1H OCEAN,0.2476310802274163,4.710875331564987,0.21227477477477477,True,False,False,False,False,11.855102824953585
-118.2,34.03,52.0,583.0,157.0,730.0,174.0,1.4115,140600.0,<1H OCEAN,0.2692967409948542,4.195402298850575,0.23835616438356164,True,False,False,False,False,11.853681370708943
-118.21,34.02,45.0,792.0,203.0,872.0,188.0,2.6875,129700.0,<1H OCEAN,0.2563131313131313,4.638297872340425,0.21559633027522937,True,False,False,False,False,11.772987080375044
-118.19,34.02,44.0,2702.0,770.0,3260.0,721.0,2.3575,144800.0,<1H OCEAN,0.2849740932642487,4.521497919556172,0.22116564417177914,True,False,False,False,False,11.883115664987255
-118.2,34.02,48.0,2230.0,593.0,2419.0,598.0,2.3944,130700.0,<1H OCEAN,0.2659192825112108,4.045150501672241,0.2472095907399752,True,False,False,False,False,11.780667550692455
-118.2,34.02,26.0,36.0,9.0,35.0,9.0,1.625,175000.0,<1H OCEAN,0.25,3.888888888888889,0.2571428571428571,True,False,False,False,False,12.07254696717504
-118.2,34.02,42.0,498.0,120.0,548.0,119.0,3.7543,126600.0,<1H OCEAN,0.24096385542168675,4.605042016806722,0.21715328467153286,True,False,False,False,False,11.748795687555171
-118.21,34.02,52.0,22.0,7.0,55.0,7.0,7.5752,67500.0,<1H OCEAN,0.3181818181818182,7.857142857142857,0.12727272727272726,True,False,False,False,False,11.119897691565697
-118.21,34.02,43.0,1811.0,513.0,2123.0,487.0,1.3615,133300.0,<1H OCEAN,0.28326891220320266,4.359342915811088,0.22939236928874235,True,False,False,False,False,11.80036500801413
-118.23,34.05,52.0,346.0,270.0,346.0,251.0,2.5313,225000.0,<1H OCEAN,0.7803468208092486,1.3784860557768925,0.7254335260115607,True,False,False,False,False,12.323860125621126
-118.24,34.05,13.0,1703.0,697.0,1823.0,669.0,0.8288,181300.0,<1H OCEAN,0.4092777451556078,2.724962630792227,0.36697750959956116,True,False,False,False,False,12.107913912447533
-118.24,34.04,52.0,116.0,107.0,171.0,92.0,1.0769,112500.0,<1H OCEAN,0.9224137931034483,1.858695652173913,0.5380116959064327,True,False,False,False,False,11.630717389475995
-118.24,34.06,33.0,390.0,199.0,435.0,193.0,1.1979,350000.0,<1H OCEAN,0.5102564102564102,2.2538860103626943,0.4436781609195402,True,False,False,False,False,12.765691290604371
-118.24,34.06,8.0,1204.0,552.0,1074.0,517.0,1.0227,87500.0,<1H OCEAN,0.4584717607973422,2.0773694390715667,0.4813780260707635,True,False,False,False,False,11.37940550085183
-118.24,34.06,19.0,2870.0,1021.0,3325.0,978.0,1.7395,162500.0,<1H OCEAN,0.3557491289198606,3.3997955010224947,0.29413533834586464,True,False,False,False,False,11.998439434579149
-118.25,34.05,52.0,2806.0,1944.0,2232.0,1605.0,0.6775,350000.0,<1H OCEAN,0.6928011404133999,1.3906542056074767,0.7190860215053764,True,False,False,False,False,12.765691290604371
-118.25,34.05,8.0,3105.0,1256.0,1086.0,997.0,0.8131,275000.0,<1H OCEAN,0.4045088566827697,1.0892678034102308,0.91804788213628,True,False,False,False,False,12.524530013005734
-118.25,34.06,12.0,4011.0,1438.0,1673.0,1088.0,5.3081,287500.0,<1H OCEAN,0.35851408626277737,1.5376838235294117,0.6503287507471608,True,False,False,False,False,12.568981617474362
-118.26,34.05,52.0,58.0,52.0,41.0,27.0,4.0972,500001.0,<1H OCEAN,0.896551724137931,1.5185185185185186,0.6585365853658537,True,False,False,False,False,13.122367377396328
-118.26,34.04,6.0,1529.0,566.0,1051.0,473.0,2.462,162500.0,<1H OCEAN,0.3701765860039241,2.221987315010571,0.45004757373929594,True,False,False,False,False,11.998439434579149
-118.25,34.06,52.0,174.0,66.0,249.0,57.0,1.7763,312500.0,<1H OCEAN,0.3793103448275862,4.368421052631579,0.2289156626506024,True,False,False,False,False,12.652362948153474
-118.26,34.06,15.0,326.0,123.0,490.0,105.0,1.4886,175000.0,<1H OCEAN,0.3773006134969325,4.666666666666667,0.21428571428571427,True,False,False,False,False,12.07254696717504
-118.26,34.06,40.0,637.0,273.0,1150.0,263.0,1.8625,131300.0,<1H OCEAN,0.42857142857142855,4.3726235741444865,0.22869565217391305,True,False,False,False,False,11.785247676408115
-118.26,34.07,52.0,1802.0,613.0,2382.0,587.0,1.8438,185900.0,<1H OCEAN,0.3401775804661487,4.057921635434412,0.24643157010915198,True,False,False,False,False,12.132969552931216
-118.26,34.07,40.0,680.0,273.0,995.0,249.0,2.2607,165600.0,<1H OCEAN,0.40147058823529413,3.995983935742972,0.25025125628140704,True,False,False,False,False,12.017336559562407
-118.26,34.07,30.0,929.0,238.0,763.0,214.0,2.5227,187500.0,<1H OCEAN,0.25618945102260493,3.5654205607476634,0.2804718217562254,True,False,False,False,False,12.141539457711714
-118.26,34.06,38.0,715.0,282.0,1174.0,300.0,2.345,225000.0,<1H OCEAN,0.3944055944055944,3.9133333333333336,0.2555366269165247,True,False,False,False,False,12.323860125621126
-118.26,34.06,42.0,2541.0,1282.0,3974.0,1189.0,1.5854,87500.0,<1H OCEAN,0.50452577725305,3.3423044575273337,0.29919476597886263,True,False,False,False,False,11.37940550085183
-118.27,34.07,42.0,1175.0,428.0,1593.0,407.0,2.3438,213300.0,<1H OCEAN,0.36425531914893616,3.914004914004914,0.25549278091650973,True,False,False,False,False,12.27045959268099
-118.27,34.06,30.0,1771.0,788.0,2188.0,764.0,1.5885,154200.0,<1H OCEAN,0.4449463579898362,2.863874345549738,0.3491773308957952,True,False,False,False,False,11.946012225174645
-118.27,34.07,34.0,786.0,341.0,1239.0,320.0,2.3438,152100.0,<1H OCEAN,0.43384223918575066,3.871875,0.258272800645682,True,False,False,False,False,11.932300052847731
-118.27,34.07,32.0,1657.0,579.0,2071.0,598.0,2.1135,152500.0,<1H OCEAN,0.3494266747133374,3.463210702341137,0.28874939642684694,True,False,False,False,False,11.934926432385152
-118.27,34.06,33.0,1416.0,686.0,2013.0,614.0,1.9818,208300.0,<1H OCEAN,0.4844632768361582,3.278501628664495,0.3050173869846001,True,False,False,False,False,12.246739428005663
-118.27,34.07,33.0,1177.0,468.0,1533.0,430.0,2.3981,183300.0,<1H OCEAN,0.3976210705182668,3.5651162790697675,0.2804957599478147,True,False,False,False,False,12.118884889350285
-118.28,34.07,41.0,1072.0,331.0,1111.0,314.0,1.9233,207100.0,<1H OCEAN,0.3087686567164179,3.538216560509554,0.2826282628262826,True,False,False,False,False,12.240961875957243
-118.28,34.07,24.0,3247.0,1281.0,2642.0,1182.0,2.4632,216700.0,<1H OCEAN,0.39451801663073605,2.2351945854483923,0.4473883421650265,True,False,False,False,False,12.286273802188468
-118.28,34.07,14.0,1924.0,926.0,2226.0,792.0,2.2552,265900.0,<1H OCEAN,0.4812889812889813,2.8106060606060606,0.3557951482479784,True,False,False,False,False,12.490879338036375
-118.28,34.07,32.0,1777.0,536.0,1684.0,489.0,2.3636,190000.0,<1H OCEAN,0.3016319639842431,3.443762781186094,0.29038004750593827,True,False,False,False,False,12.154784614286667
-118.28,34.07,25.0,7522.0,3179.0,7221.0,2902.0,2.0173,177500.0,<1H OCEAN,0.42262696091465035,2.4882839421088905,0.40188339565157183,True,False,False,False,False,12.086731521684555
-118.28,34.06,14.0,1787.0,853.0,2251.0,763.0,1.1642,400000.0,<1H OCEAN,0.47733631785114716,2.9501965923984272,0.3389604620168814,True,False,False,False,False,12.899222326086994
-118.28,34.06,17.0,2518.0,1196.0,3051.0,1000.0,1.7199,175000.0,<1H OCEAN,0.4749801429706116,3.051,0.3277613897082924,True,False,False,False,False,12.07254696717504
-118.27,34.06,17.0,2124.0,1168.0,3915.0,1137.0,1.1346,137500.0,<1H OCEAN,0.5499058380414312,3.4432717678100264,0.29042145593869734,True,False,False,False,False,11.83138646878959
-118.27,34.06,25.0,1714.0,1176.0,3723.0,1036.0,1.3241,112500.0,<1H OCEAN,0.6861143523920653,3.5936293436293436,0.27827021219446685,True,False,False,False,False,11.630717389475995
-118.27,34.06,45.0,564.0,353.0,1172.0,319.0,1.494,187500.0,<1H OCEAN,0.625886524822695,3.6739811912225706,0.2721843003412969,True,False,False,False,False,12.141539457711714
-118.27,34.06,26.0,513.0,338.0,1204.0,321.0,1.4904,275000.0,<1H OCEAN,0.6588693957115009,3.750778816199377,0.2666112956810631,True,False,False,False,False,12.524530013005734
-118.26,34.06,33.0,1950.0,1047.0,3707.0,1012.0,1.7238,110000.0,<1H OCEAN,0.536923076923077,3.6630434782608696,0.27299703264094954,True,False,False,False,False,11.608244735642321
-118.27,34.05,37.0,350.0,245.0,1122.0,248.0,2.7634,137500.0,<1H OCEAN,0.7,4.524193548387097,0.22103386809269163,True,False,False,False,False,11.83138646878959
-118.27,34.05,52.0,1292.0,864.0,2081.0,724.0,0.9563,275000.0,<1H OCEAN,0.6687306501547987,2.8743093922651934,0.347909658817876,True,False,False,False,False,12.524530013005734
-118.28,34.06,52.0,1261.0,616.0,2309.0,581.0,1.6184,225000.0,<1H OCEAN,0.48850118953211735,3.974182444061962,0.2516240796881767,True,False,False,False,False,12.323860125621126
-118.28,34.06,52.0,936.0,454.0,990.0,354.0,1.1122,187500.0,<1H OCEAN,0.48504273504273504,2.7966101694915255,0.3575757575757576,True,False,False,False,False,12.141539457711714
-118.28,34.06,42.0,2472.0,0.0,3795.0,1179.0,1.2254,162500.0,<1H OCEAN,0.0,3.21882951653944,0.31067193675889326,True,False,False,False,False,11.998439434579149
-118.27,34.05,25.0,1316.0,836.0,2796.0,784.0,1.7866,325000.0,<1H OCEAN,0.6352583586626139,3.566326530612245,0.2804005722460658,True,False,False,False,False,12.691583538230217
-118.27,34.05,26.0,1164.0,674.0,1685.0,541.0,1.5727,225000.0,<1H OCEAN,0.5790378006872853,3.11460258780037,0.32106824925816024,True,False,False,False,False,12.323860125621126
-118.28,34.05,28.0,1306.0,637.0,2079.0,598.0,1.4615,275000.0,<1H OCEAN,0.4877488514548239,3.4765886287625416,0.28763828763828764,True,False,False,False,False,12.524530013005734
-118.28,34.05,31.0,1525.0,730.0,2510.0,652.0,1.6355,162500.0,<1H OCEAN,0.4786885245901639,3.8496932515337425,0.2597609561752988,True,False,False,False,False,11.998439434579149
-118.28,34.05,41.0,1788.0,774.0,2931.0,702.0,1.4413,158900.0,<1H OCEAN,0.43288590604026844,4.1752136752136755,0.23950870010235414,True,False,False,False,False,11.97603664577121
-118.28,34.05,41.0,1075.0,597.0,2260.0,614.0,1.3,162500.0,<1H OCEAN,0.5553488372093023,3.6807817589576546,0.27168141592920353,True,False,False,False,False,11.998439434579149
-118.28,34.05,44.0,968.0,384.0,1805.0,375.0,1.4801,212500.0,<1H OCEAN,0.39669421487603307,4.8133333333333335,0.2077562326869806,True,False,False,False,False,12.26670197321789
-118.27,34.05,47.0,661.0,359.0,1406.0,307.0,1.3169,112500.0,<1H OCEAN,0.5431164901664145,4.579804560260587,0.21834992887624466,True,False,False,False,False,11.630717389475995
-118.27,34.04,13.0,1784.0,0.0,2158.0,682.0,1.7038,118100.0,<1H OCEAN,0.0,3.164222873900293,0.3160333642261353,True,False,False,False,False,11.679295469550114
-118.27,34.05,24.0,323.0,214.0,751.0,189.0,1.8304,225000.0,<1H OCEAN,0.6625386996904025,3.9735449735449735,0.25166444740346205,True,False,False,False,False,12.323860125621126
-118.27,34.05,12.0,535.0,328.0,1194.0,365.0,1.2012,275000.0,<1H OCEAN,0.6130841121495327,3.271232876712329,0.30569514237855944,True,False,False,False,False,12.524530013005734
-118.32,34.07,52.0,2156.0,306.0,861.0,311.0,8.8062,500001.0,<1H OCEAN,0.14192949907235622,2.7684887459807075,0.3612078977932636,True,False,False,False,False,13.122367377396328
-118.33,34.06,52.0,1841.0,240.0,693.0,218.0,15.0001,500001.0,<1H OCEAN,0.13036393264530147,3.1788990825688073,0.31457431457431456,True,False,False,False,False,13.122367377396328
-118.33,34.07,52.0,2248.0,255.0,813.0,265.0,15.0001,500001.0,<1H OCEAN,0.11343416370106761,3.0679245283018868,0.32595325953259535,True,False,False,False,False,13.122367377396328
-118.33,34.07,52.0,1482.0,171.0,531.0,161.0,15.0001,500001.0,<1H OCEAN,0.11538461538461539,3.298136645962733,0.3032015065913371,True,False,False,False,False,13.122367377396328
-118.34,34.06,52.0,2089.0,309.0,883.0,281.0,7.4574,500001.0,<1H OCEAN,0.147917663954045,3.1423487544483986,0.318233295583239,True,False,False,False,False,13.122367377396328
-118.34,34.06,52.0,1311.0,310.0,707.0,290.0,3.4812,432800.0,<1H OCEAN,0.23646071700991608,2.4379310344827587,0.4101838755304102,True,False,False,False,False,12.978033317047784
-118.29,34.08,49.0,649.0,315.0,987.0,329.0,1.6806,316700.0,<1H OCEAN,0.48536209553158705,3.0,0.3333333333333333,True,False,False,False,False,12.665713390084107
-118.29,34.07,19.0,3013.0,1118.0,2465.0,1008.0,2.5386,290600.0,<1H OCEAN,0.3710587454364421,2.445436507936508,0.40892494929006085,True,False,False,False,False,12.579706471268628
-118.29,34.06,9.0,1554.0,815.0,1704.0,761.0,2.0185,141700.0,<1H OCEAN,0.5244530244530244,2.2391590013140603,0.4465962441314554,True,False,False,False,False,11.86147448281689
-118.29,34.07,22.0,492.0,269.0,634.0,261.0,1.6406,300000.0,<1H OCEAN,0.5467479674796748,2.42911877394636,0.4116719242902208,True,False,False,False,False,12.611541086966115
-118.29,34.07,26.0,2302.0,1124.0,2660.0,1004.0,2.3567,253100.0,<1H OCEAN,0.4882710686359687,2.649402390438247,0.3774436090225564,True,False,False,False,False,12.441543897532917
-118.29,34.08,43.0,3056.0,1345.0,3920.0,1304.0,1.925,300000.0,<1H OCEAN,0.4401178010471204,3.0061349693251533,0.3326530612244898,True,False,False,False,False,12.611541086966115
-118.3,34.07,31.0,1489.0,664.0,1793.0,556.0,2.4348,230600.0,<1H OCEAN,0.44593687038280727,3.2248201438848922,0.3100948131622978,True,False,False,False,False,12.348444223321136
-118.3,34.07,46.0,5677.0,2610.0,7443.0,2406.0,1.8238,237500.0,<1H OCEAN,0.459749867887969,3.0935162094763093,0.3232567513099557,True,False,False,False,False,12.377927112974284
-118.3,34.07,26.0,2107.0,757.0,2660.0,740.0,2.3375,282300.0,<1H OCEAN,0.35927859515899385,3.5945945945945947,0.2781954887218045,True,False,False,False,False,12.55072915656616
-118.3,34.07,36.0,2657.0,738.0,2274.0,723.0,3.425,281700.0,<1H OCEAN,0.2777568686488521,3.145228215767635,0.3179419525065963,True,False,False,False,False,12.548601503733918
-118.31,34.07,28.0,2362.0,949.0,2759.0,894.0,2.2364,305600.0,<1H OCEAN,0.40177815410668927,3.086129753914989,0.3240304458137006,True,False,False,False,False,12.630035608520458
-118.31,34.08,49.0,2549.0,630.0,1539.0,594.0,2.6218,350900.0,<1H OCEAN,0.2471557473519027,2.590909090909091,0.38596491228070173,True,False,False,False,False,12.768259411382008
-118.31,34.07,40.0,2657.0,794.0,2149.0,749.0,2.2653,445000.0,<1H OCEAN,0.29883327060594655,2.869158878504673,0.3485342019543974,True,False,False,False,False,13.005831808336863
-118.32,34.07,52.0,2980.0,366.0,967.0,359.0,11.2185,500001.0,<1H OCEAN,0.12281879194630872,2.6935933147632314,0.37125129265770423,True,False,False,False,False,13.122367377396328
-118.31,34.06,36.0,369.0,147.0,145.0,136.0,0.8804,450000.0,<1H OCEAN,0.3983739837398374,1.0661764705882353,0.9379310344827586,True,False,False,False,False,13.017005083966255
-118.32,34.06,52.0,983.0,246.0,578.0,204.0,5.7393,500001.0,<1H OCEAN,0.25025432349949134,2.8333333333333335,0.35294117647058826,True,False,False,False,False,13.122367377396328
-118.32,34.07,25.0,2740.0,707.0,1420.0,664.0,3.5909,404500.0,<1H OCEAN,0.258029197080292,2.13855421686747,0.4676056338028169,True,False,False,False,False,12.910409487665515
-118.32,34.06,52.0,955.0,100.0,457.0,120.0,15.0001,500001.0,<1H OCEAN,0.10471204188481675,3.808333333333333,0.26258205689277897,True,False,False,False,False,13.122367377396328
-118.31,34.07,26.0,5062.0,2055.0,4533.0,1822.0,2.3105,166700.0,<1H OCEAN,0.4059660213354405,2.4879253567508233,0.40194131921464815,True,False,False,False,False,12.023957067521133
-118.31,34.06,30.0,3110.0,1269.0,2535.0,1218.0,1.6987,412500.0,<1H OCEAN,0.4080385852090032,2.08128078817734,0.4804733727810651,True,False,False,False,False,12.929993908996359
-118.3,34.07,18.0,3759.0,0.0,3296.0,1462.0,2.2708,175000.0,<1H OCEAN,0.0,2.2544459644322847,0.44356796116504854,True,False,False,False,False,12.07254696717504
-118.31,34.07,20.0,3264.0,1248.0,2919.0,1191.0,2.3674,500001.0,<1H OCEAN,0.38235294117647056,2.4508816120906802,0.408016443987667,True,False,False,False,False,13.122367377396328
-118.3,34.06,20.0,1782.0,896.0,1749.0,823.0,2.2094,75000.0,<1H OCEAN,0.5028058361391695,2.1251518833535843,0.4705546026300743,True,False,False,False,False,11.225256725762893
-118.31,34.06,34.0,2470.0,1197.0,2326.0,1055.0,1.9038,325000.0,<1H OCEAN,0.4846153846153846,2.204739336492891,0.45356835769561477,True,False,False,False,False,12.691583538230217
-118.29,34.07,24.0,4021.0,1707.0,3727.0,1529.0,1.7365,112500.0,<1H OCEAN,0.42452126336732154,2.4375408763897974,0.4102495304534478,True,False,False,False,False,11.630717389475995
-118.3,34.07,28.0,5221.0,2530.0,5840.0,2374.0,1.8829,300000.0,<1H OCEAN,0.4845814977973568,2.459983150800337,0.4065068493150685,True,False,False,False,False,12.611541086966115
-118.3,34.06,43.0,1366.0,740.0,942.0,672.0,1.6953,150000.0,<1H OCEAN,0.541727672035139,1.4017857142857142,0.7133757961783439,True,False,False,False,False,11.918397239722838
-118.29,34.06,42.0,3894.0,2293.0,6846.0,2156.0,1.5553,70000.0,<1H OCEAN,0.5888546481766821,3.175324675324675,0.3149284253578732,True,False,False,False,False,11.156264806643742
-118.29,34.06,27.0,2456.0,1111.0,4137.0,1104.0,1.5954,187500.0,<1H OCEAN,0.4523615635179153,3.7472826086956523,0.2668600435097897,True,False,False,False,False,12.141539457711714
-118.29,34.06,46.0,1759.0,1012.0,2716.0,877.0,2.1637,350000.0,<1H OCEAN,0.5753268902785673,3.096921322690992,0.3229013254786451,True,False,False,False,False,12.765691290604371
-118.3,34.06,47.0,1390.0,872.0,2860.0,827.0,1.468,137500.0,<1H OCEAN,0.6273381294964029,3.4582829504232167,0.2891608391608392,True,False,False,False,False,11.83138646878959
-118.29,34.06,23.0,2040.0,778.0,2235.0,697.0,1.9309,233300.0,<1H OCEAN,0.3813725490196078,3.206599713055954,0.3118568232662192,True,False,False,False,False,12.360084744326953
-118.3,34.06,33.0,2437.0,1283.0,3906.0,1084.0,2.0332,270000.0,<1H OCEAN,0.526466967583094,3.603321033210332,0.27752176139272916,True,False,False,False,False,12.506180941677357
-118.3,34.06,21.0,3960.0,1490.0,3468.0,1335.0,1.8214,475000.0,<1H OCEAN,0.37626262626262624,2.5977528089887643,0.38494809688581316,True,False,False,False,False,13.07107218827772
-118.3,34.06,23.0,2512.0,1203.0,3720.0,1118.0,1.7896,322200.0,<1H OCEAN,0.4789012738853503,3.32737030411449,0.30053763440860215,True,False,False,False,False,12.682930853382516
